age,experience_years,education,job_title,income,region,employment_status,enumerator_id,question_id
22,16,Master,Consultant,29685,Jeddah,Student,E012,Q5
46,18,PhD,Research Director,51269,Jeddah,Full-time,E006,Q8
41,12,Bachelor,Marketing Specialist,9785,Riyadh,Full-time,E012,Q5
32,11,Diploma,Administrative Assistant,66357,Jeddah,Unemployed,E007,Q2
29,1,Bachelor,Designer,13374,Riyadh,Part-time,E012,Q8
36,4,PhD,Professor,49605,Jeddah,Full-time,E007,Q10
34,2,PhD,Professor,55914,Riyadh,Part-time,E004,Q4
30,2,Bachelor,HR Officer,24889,Jeddah,Full-time,E009,Q5
30,5,High School,Worker,73363,Riyadh,Unemployed,E011,Q9
30,5,Diploma,Lab Technician,9471,Jeddah,Self-employed,E001,Q7
47,15,PhD,Senior Researcher,39998,Dammam,Part-time,E008,Q1
30,5,PhD,Department Head,52784,Dammam,Full-time,E001,Q2
50,29,PhD,Department Head,28064,Jeddah,Full-time,E012,Q10
49,21,Bachelor,Analyst,0,Jeddah,Full-time,E003,Q4
30,0,PhD,Scientist,46591,Jeddah,Full-time,E007,Q3
29,5,PhD,Professor,39754,Jeddah,Self-employed,E015,Q2
42,12,Diploma,Scientist,77126,Jeddah,Full-time,E010,Q6
40,8,Bachelor,Marketing Specialist,14381,Dammam,Full-time,E013,Q10
45,24,PhD,Research Director,34625,Jeddah,Full-time,E013,Q7
48,23,High School,Waiter,4264,Dammam,Full-time,E008,Q1
23,17,PhD,Professor,56458,Jeddah,Full-time,E008,Q1
49,0,Bachelor,Accountant,13667,Riyadh,Full-time,E003,Q8
30,5,Master,Senior Engineer,20313,Riyadh,Full-time,E001,Q8
30,5,Diploma,Nurse,7557,Jeddah,Full-time,E001,Q6
29,5,Diploma,Scientist,48494,Jeddah,Full-time,E013,Q9
31,5,Diploma,Surgeon,66419,Riyadh,Part-time,E007,Q7
55,37,PhD,Scientist,51939,Riyadh,Full-time,E014,Q9
35,8,High School,Worker,3242,Jeddah,Full-time,E004,Q1
40,17,PhD,Research Director,33885,Riyadh,Full-time,E001,Q10
36,8,Diploma,Lab Technician,0,Riyadh,Full-time,E001,Q9
30,3,High School,Janitor,6061,Jeddah,Full-time,E009,Q6
54,23,PhD,Research Director,62226,Jeddah,Full-time,E008,Q4
50,8,PhD,Senior Researcher,69831,Dammam,Full-time,E004,Q4
26,6,Bachelor,Designer,18487,Dammam,Full-time,E008,Q2
37,17,Diploma,Nurse,6169,Riyadh,Part-time,E013,Q8
55,18,PhD,Department Head,41084,Riyadh,Part-time,E010,Q5
43,13,PhD,Professor,42408,Dammam,Full-time,E014,Q8
41,7,High School,Driver,6845,Dammam,Self-employed,E006,Q2
52,20,Bachelor,Analyst,16699,Dammam,Self-employed,E007,Q6
39,9,Bachelor,Accountant,18176,Riyadh,Self-employed,E010,Q10
28,5,High School,Research Director,75264,Jeddah,Full-time,E002,Q5
44,13,High School,Waiter,3615,Jeddah,Full-time,E003,Q9
22,3,Diploma,Research Director,50553,Riyadh,Full-time,E013,Q4
20,1,Diploma,Nurse,8250,Riyadh,Full-time,E005,Q5
51,24,Master,Senior Engineer,25336,Riyadh,Full-time,E013,Q8
30,9,Master,Researcher,34184,Dammam,Full-time,E004,Q2
50,6,Bachelor,Marketing Specialist,11287,Jeddah,Self-employed,E009,Q2
48,14,Bachelor,Accountant,15855,Jeddah,Full-time,E005,Q10
44,25,Diploma,Administrative Assistant,57081,Dammam,Unemployed,E001,Q10
38,13,PhD,Research Director,53413,Dammam,Full-time,E002,Q6
16,12,PhD,Department Head,54081,Jeddah,Self-employed,E007,Q9
95,29,High School,Driver,3082,Dammam,Part-time,E005,Q2
47,3,Master,Financial Analyst,21984,Riyadh,Full-time,E006,Q3
35,5,Diploma,Surgeon,64939,Riyadh,Self-employed,E006,Q8
71,4,PhD,Department Head,68979,Dammam,Full-time,E010,Q6
47,20,PhD,Scientist,60568,Riyadh,Full-time,E004,Q1
31,2,PhD,Security Guard,3419,Dammam,Full-time,E013,Q8
22,1,High School,Clerk,0,Riyadh,Full-time,E002,Q4
24,3,PhD,Senior Researcher,75045,Jeddah,Part-time,E004,Q8
41,23,Master,Consultant,36699,Jeddah,Full-time,E009,Q6
36,4,Diploma,Lab Technician,6809,Jeddah,Full-time,E008,Q8
39,17,Master,Researcher,35544,Dammam,Full-time,E006,Q9
50,19,Diploma,Receptionist,6995,Riyadh,Full-time,E003,Q9
31,2,High School,Security Guard,7072,Jeddah,Full-time,E015,Q10
53,25,Master,Senior Engineer,16272,Riyadh,Full-time,E006,Q5
27,9,Bachelor,Software Developer,14308,Dammam,Full-time,E015,Q5
43,4,Diploma,Lab Technician,8753,Jeddah,Self-employed,E011,Q9
49,14,Diploma,Lab Technician,6455,Riyadh,Full-time,E001,Q1
30,5,PhD,Scientist,33452,Dammam,Full-time,E001,Q10
29,3,Bachelor,Software Developer,20536,Dammam,Full-time,E014,Q3
44,15,Bachelor,Teacher,9865,Dammam,Full-time,E015,Q4
38,7,PhD,Department Head,31341,Riyadh,Full-time,E010,Q5
32,7,PhD,Professor,89390,Riyadh,Unemployed,E014,Q9
45,24,Bachelor,Designer,18744,Riyadh,Full-time,E007,Q6
26,7,Diploma,Administrative Assistant,47220,Dammam,Unemployed,E007,Q6
34,12,Bachelor,Analyst,12824,Dammam,Full-time,E003,Q8
19,1,High School,Clerk,5923,Jeddah,Self-employed,E006,Q2
33,14,Master,Consultant,35888,Riyadh,Full-time,E004,Q6
24,4,Bachelor,Accountant,9721,Jeddah,Full-time,E006,Q4
56,20,PhD,Senior Researcher,47086,Riyadh,Full-time,E014,Q1
28,9,High School,Clerk,5054,Dammam,Full-time,E010,Q6
29,11,Diploma,Lab Technician,5215,Dammam,Part-time,E014,Q7
18,14,PhD,Scientist,39860,Jeddah,Student,E013,Q10
36,12,High School,Cashier,5684,Dammam,Full-time,E009,Q10
48,3,PhD,Senior Researcher,63644,Dammam,Part-time,E012,Q6
30,5,Master,Project Manager,39253,Dammam,Part-time,E001,Q4
56,3,PhD,Senior Researcher,37941,Jeddah,Self-employed,E014,Q10
48,10,High School,Waiter,5690,Riyadh,Full-time,E012,Q5
40,11,Bachelor,Designer,17853,Jeddah,Full-time,E012,Q6
41,20,High School,Professor,47968,Jeddah,Full-time,E011,Q10
47,25,Bachelor,Software Developer,10845,Riyadh,Part-time,E003,Q8
31,5,Diploma,Technician,7329,Jeddah,Full-time,E001,Q8
19,0,High School,Janitor,3495,Jeddah,Full-time,E011,Q6
40,16,Diploma,Technician,11934,Jeddah,Full-time,E003,Q9
45,16,Bachelor,Software Developer,8042,Jeddah,Part-time,E001,Q6
58,33,PhD,Scientist,41871,Dammam,Full-time,E004,Q4
51,16,Bachelor,Accountant,10015,Riyadh,Full-time,E005,Q3
58,12,PhD,Professor,44288,Jeddah,Full-time,E008,Q2
48,17,Bachelor,Accountant,10203,Jeddah,Full-time,E012,Q8
33,15,Bachelor,Analyst,0,Riyadh,Full-time,E006,Q10
44,11,Diploma,Nurse,10787,Jeddah,Self-employed,E015,Q5
40,6,Master,Financial Analyst,37086,Riyadh,Full-time,E008,Q9
31,0,Master,Researcher,25319,Riyadh,Full-time,E015,Q6
50,4,Diploma,Receptionist,52974,Jeddah,Unemployed,E013,Q6
21,10,PhD,Professor,78011,Dammam,Full-time,E005,Q6
71,17,Master,Project Manager,29564,Riyadh,Part-time,E002,Q8
24,10,PhD,Senior Researcher,56465,Jeddah,Self-employed,E005,Q8
48,18,Diploma,Technician,10201,Riyadh,Part-time,E012,Q2
26,1,Master,Financial Analyst,23520,Jeddah,Full-time,E011,Q4
46,17,High School,Clerk,7167,Dammam,Full-time,E004,Q1
49,24,PhD,Department Head,26310,Dammam,Full-time,E012,Q1
25,7,High School,Cashier,6116,Dammam,Full-time,E001,Q1
24,4,Bachelor,Software Developer,10751,Jeddah,Full-time,E001,Q2
33,11,Bachelor,Teacher,16783,Riyadh,Full-time,E002,Q3
25,6,Bachelor,Designer,8522,Jeddah,Full-time,E009,Q4
53,19,PhD,Department Head,39410,Jeddah,Full-time,E009,Q9
48,27,Bachelor,Accountant,23144,Dammam,Full-time,E002,Q4
29,9,High School,Scientist,72963,Jeddah,Part-time,E011,Q8
32,2,Diploma,Nurse,8403,Jeddah,Part-time,E004,Q3
29,6,High School,Driver,5552,Riyadh,Part-time,E006,Q9
20,20,High School,Clerk,6924,Jeddah,Student,E010,Q9
46,1,High School,Janitor,6220,Jeddah,Full-time,E005,Q7
21,12,PhD,Senior Researcher,75220,Jeddah,Self-employed,E004,Q10
30,5,Bachelor,Accountant,10451,Riyadh,Full-time,E001,Q6
30,3,Master,Financial Analyst,36798,Dammam,Full-time,E010,Q9
20,2,Diploma,Administrative Assistant,9213,Riyadh,Full-time,E013,Q4
35,8,Bachelor,Software Developer,11781,Riyadh,Full-time,E008,Q2
53,22,Master,Project Manager,25948,Jeddah,Full-time,E011,Q10
19,6,PhD,Senior Researcher,57713,Jeddah,Full-time,E008,Q8
38,1,Master,Financial Analyst,25642,Dammam,Part-time,E007,Q7
28,0,PhD,Professor,64724,Dammam,Full-time,E005,Q1
26,1,High School,Waiter,5758,Riyadh,Full-time,E010,Q3
41,16,PhD,Senior Researcher,52712,Dammam,Full-time,E002,Q10
26,6,Diploma,Receptionist,0,Jeddah,Full-time,E007,Q7
34,4,Diploma,Technician,11841,Dammam,Part-time,E008,Q1
50,7,Master,Senior Engineer,33629,Riyadh,Full-time,E002,Q2
34,2,High School,Clerk,5893,Jeddah,Full-time,E012,Q4
54,5,PhD,Scientist,54975,Jeddah,Full-time,E010,Q4
44,8,Diploma,Nurse,8290,Jeddah,Full-time,E007,Q6
21,19,Diploma,Lab Technician,5258,Dammam,Student,E009,Q2
32,1,Bachelor,Analyst,0,Dammam,Self-employed,E009,Q6
36,14,Bachelor,HR Officer,11755,Dammam,Full-time,E011,Q9
30,3,Bachelor,HR Officer,22807,Riyadh,Full-time,E001,Q7
44,16,Master,Data Scientist,33348,Dammam,Full-time,E012,Q7
30,5,High School,Cashier,6292,Riyadh,Full-time,E001,Q5
23,0,High School,Scientist,61947,Riyadh,Self-employed,E009,Q10
19,9,PhD,Professor,75762,Jeddah,Part-time,E011,Q7
49,2,Diploma,Lab Technician,9793,Riyadh,Full-time,E010,Q9
44,7,PhD,Scientist,29742,Jeddah,Self-employed,E012,Q6
30,0,Diploma,Receptionist,9274,Dammam,Full-time,E013,Q2
22,0,Bachelor,Designer,17721,Jeddah,Full-time,E002,Q7
44,19,High School,Janitor,64335,Dammam,Unemployed,E004,Q3
15,19,Diploma,Lab Technician,6766,Dammam,Full-time,E013,Q6
19,21,PhD,Senior Researcher,63276,Jeddah,Self-employed,E001,Q8
48,14,Bachelor,Analyst,24994,Dammam,Full-time,E012,Q4
36,17,PhD,Scientist,45424,Dammam,Self-employed,E007,Q9
41,13,PhD,Department Head,41732,Dammam,Full-time,E013,Q3
38,6,High School,Security Guard,6152,Riyadh,Full-time,E003,Q2
50,12,Bachelor,Software Developer,22197,Riyadh,Full-time,E012,Q10
14,15,Bachelor,HR Officer,21734,Jeddah,Full-time,E015,Q10
39,7,Diploma,Receptionist,0,Riyadh,Self-employed,E003,Q2
48,7,High School,Worker,6007,Riyadh,Full-time,E001,Q3
31,7,Bachelor,Teacher,17631,Jeddah,Self-employed,E012,Q6
30,3,Diploma,Administrative Assistant,10194,Dammam,Full-time,E009,Q3
52,29,Bachelor,Software Developer,22966,Dammam,Full-time,E009,Q7
38,10,Bachelor,HR Officer,19986,Riyadh,Self-employed,E002,Q7
44,8,High School,Waiter,4979,Dammam,Self-employed,E003,Q6
31,5,Bachelor,HR Officer,16204,Dammam,Full-time,E001,Q10
25,5,Diploma,Administrative Assistant,11614,Riyadh,Full-time,E013,Q7
57,15,PhD,Senior Researcher,32690,Jeddah,Full-time,E002,Q6
42,18,Bachelor,Marketing Specialist,24322,Riyadh,Full-time,E002,Q1
20,16,Master,Senior Engineer,25995,Dammam,Student,E015,Q5
40,3,High School,Janitor,6128,Riyadh,Full-time,E002,Q4
24,5,Bachelor,Marketing Specialist,83147,Jeddah,Unemployed,E008,Q7
24,6,Diploma,Technician,6585,Riyadh,Full-time,E010,Q8
44,21,Bachelor,Software Developer,15067,Jeddah,Self-employed,E012,Q6
24,2,PhD,Professor,61007,Riyadh,Full-time,E005,Q9
21,1,PhD,Cashier,5498,Jeddah,Full-time,E013,Q10
56,32,PhD,Research Director,41730,Jeddah,Full-time,E006,Q5
28,0,Bachelor,Analyst,18936,Jeddah,Full-time,E009,Q9
33,12,Master,Senior Engineer,0,Riyadh,Full-time,E005,Q1
30,5,Bachelor,Software Developer,10504,Jeddah,Self-employed,E001,Q9
37,18,Diploma,Lab Technician,7052,Jeddah,Full-time,E006,Q10
48,28,Master,Researcher,26855,Dammam,Full-time,E013,Q4
45,20,Master,Financial Analyst,33351,Riyadh,Full-time,E014,Q8
40,12,Master,Financial Analyst,37191,Jeddah,Self-employed,E007,Q4
17,8,Diploma,Receptionist,6148,Jeddah,Full-time,E005,Q8
46,7,PhD,Department Head,67903,Jeddah,Full-time,E009,Q7
34,0,Diploma,Lab Technician,7468,Dammam,Full-time,E011,Q5
46,56,Bachelor,Designer,21181,Dammam,Self-employed,E011,Q7
46,1,Master,Financial Analyst,35109,Dammam,Full-time,E001,Q7
23,1,Bachelor,Marketing Specialist,55591,Jeddah,Unemployed,E009,Q10
45,6,Bachelor,Analyst,11717,Dammam,Full-time,E011,Q6
30,6,Bachelor,Teacher,11107,Riyadh,Full-time,E005,Q5
34,15,Bachelor,Designer,20141,Dammam,Full-time,E008,Q8
14,19,PhD,Professor,68764,Riyadh,Self-employed,E010,Q9
45,15,PhD,Senior Researcher,30831,Jeddah,Self-employed,E012,Q8
36,5,Bachelor,Marketing Specialist,16593,Jeddah,Part-time,E013,Q4
32,43,Master,Researcher,37305,Jeddah,Full-time,E012,Q8
30,7,High School,Surgeon,52553,Jeddah,Full-time,E015,Q7
43,25,Master,Project Manager,27625,Jeddah,Full-time,E012,Q10
26,5,Master,Project Manager,20405,Riyadh,Full-time,E015,Q10
30,5,PhD,Professor,39591,Riyadh,Full-time,E001,Q4
30,5,Master,Project Manager,23844,Riyadh,Part-time,E001,Q9
23,2,High School,Waiter,7857,Jeddah,Full-time,E002,Q5
51,26,PhD,Professor,53487,Riyadh,Full-time,E008,Q10
48,14,Diploma,Technician,5418,Dammam,Full-time,E007,Q4
22,2,Bachelor,Teacher,22433,Dammam,Self-employed,E005,Q5
14,24,Master,Financial Analyst,23637,Jeddah,Full-time,E008,Q3
58,18,PhD,Waiter,6203,Dammam,Full-time,E009,Q1
39,18,High School,Surgeon,41363,Jeddah,Self-employed,E002,Q2
32,7,Master,Data Scientist,25829,Jeddah,Full-time,E001,Q10
76,17,PhD,Scientist,48083,Jeddah,Full-time,E007,Q5
32,51,High School,Security Guard,7616,Dammam,Full-time,E004,Q2
29,3,PhD,Security Guard,3209,Jeddah,Full-time,E003,Q7
21,16,Bachelor,Software Developer,9274,Dammam,Student,E014,Q1
35,10,Master,Financial Analyst,17900,Dammam,Full-time,E012,Q7
23,3,Bachelor,Accountant,24352,Dammam,Full-time,E007,Q3
43,4,Diploma,Nurse,5245,Jeddah,Part-time,E012,Q2
30,5,Bachelor,Marketing Specialist,21653,Riyadh,Self-employed,E001,Q10
36,15,PhD,Senior Researcher,56875,Dammam,Full-time,E015,Q7
27,3,PhD,Janitor,4845,Riyadh,Part-time,E013,Q6
30,5,Diploma,Lab Technician,11267,Jeddah,Full-time,E001,Q4
26,0,Bachelor,HR Officer,9175,Riyadh,Part-time,E006,Q8
30,5,Master,Consultant,19648,Jeddah,Self-employed,E001,Q1
28,3,High School,Janitor,4467,Jeddah,Full-time,E014,Q1
45,25,Diploma,Lab Technician,9829,Dammam,Full-time,E015,Q9
49,9,Master,Data Scientist,30711,Jeddah,Full-time,E002,Q6
58,2,PhD,Senior Researcher,37275,Dammam,Full-time,E007,Q5
37,19,High School,Janitor,7194,Dammam,Part-time,E008,Q1
56,3,PhD,Research Director,45496,Dammam,Full-time,E007,Q8
23,4,High School,Clerk,4613,Dammam,Self-employed,E010,Q5
33,5,Bachelor,HR Officer,21111,Jeddah,Full-time,E010,Q5
51,7,Master,Project Manager,28406,Riyadh,Full-time,E006,Q1
46,17,Bachelor,Designer,19448,Dammam,Full-time,E009,Q9
35,11,High School,Clerk,3036,Dammam,Full-time,E014,Q9
25,7,Diploma,Lab Technician,9480,Dammam,Full-time,E010,Q8
20,0,High School,Surgeon,73869,Jeddah,Full-time,E001,Q8
26,3,High School,Surgeon,42424,Riyadh,Full-time,E008,Q8
42,20,Master,Consultant,20889,Dammam,Full-time,E012,Q8
42,17,Diploma,Receptionist,7027,Jeddah,Full-time,E003,Q1
44,24,Bachelor,Teacher,16436,Riyadh,Full-time,E009,Q1
26,5,High School,Worker,4003,Riyadh,Part-time,E009,Q6
33,1,PhD,Research Director,57482,Jeddah,Full-time,E010,Q6
44,1,Bachelor,Software Developer,0,Jeddah,Full-time,E001,Q2
30,8,Diploma,Receptionist,7150,Jeddah,Self-employed,E014,Q1
95,0,High School,Security Guard,7291,Jeddah,Full-time,E015,Q1
31,0,PhD,Department Head,62655,Jeddah,Full-time,E006,Q9
16,10,Master,Data Scientist,37930,Jeddah,Part-time,E007,Q10
31,2,High School,Clerk,56367,Dammam,Unemployed,E003,Q3
13,6,High School,Clerk,5059,Riyadh,Full-time,E006,Q6
29,8,Diploma,Lab Technician,11337,Riyadh,Full-time,E015,Q3
53,2,PhD,Scientist,39592,Jeddah,Full-time,E012,Q8
38,4,PhD,Cashier,5052,Riyadh,Full-time,E003,Q5
22,3,Diploma,Lab Technician,5852,Dammam,Part-time,E009,Q3
22,2,Bachelor,Marketing Specialist,0,Riyadh,Full-time,E007,Q10
46,16,Diploma,Administrative Assistant,6689,Riyadh,Full-time,E003,Q8
40,6,PhD,Department Head,27959,Jeddah,Full-time,E002,Q1
44,63,High School,Worker,5520,Dammam,Full-time,E014,Q7
48,6,PhD,Waiter,4508,Jeddah,Full-time,E003,Q6
33,7,Bachelor,Marketing Specialist,0,Jeddah,Full-time,E010,Q9
25,36,High School,Cashier,6948,Jeddah,Self-employed,E001,Q4
56,36,PhD,Department Head,26979,Dammam,Full-time,E006,Q1
13,13,Master,Researcher,36657,Riyadh,Full-time,E012,Q3
30,9,High School,Security Guard,0,Dammam,Full-time,E007,Q1
47,15,PhD,Janitor,3393,Jeddah,Self-employed,E007,Q7
25,5,Bachelor,Software Developer,75018,Riyadh,Unemployed,E001,Q1
22,0,Diploma,Nurse,7648,Riyadh,Full-time,E005,Q6
50,30,PhD,Janitor,4984,Riyadh,Part-time,E001,Q3
53,12,PhD,Senior Researcher,61041,Dammam,Part-time,E001,Q10
44,13,Bachelor,Marketing Specialist,0,Riyadh,Part-time,E004,Q4
32,5,High School,Professor,56633,Riyadh,Full-time,E003,Q4
43,11,PhD,Department Head,48159,Jeddah,Full-time,E011,Q8
49,19,PhD,Janitor,3879,Jeddah,Full-time,E001,Q4
37,8,Bachelor,Marketing Specialist,12829,Dammam,Full-time,E001,Q8
22,4,Bachelor,Accountant,14077,Riyadh,Self-employed,E004,Q10
32,13,PhD,Research Director,56305,Dammam,Full-time,E009,Q2
42,16,Diploma,Technician,8446,Dammam,Full-time,E013,Q7
22,1,High School,Worker,7431,Jeddah,Self-employed,E010,Q8
30,5,Master,Senior Engineer,17169,Dammam,Full-time,E001,Q4
46,0,High School,Clerk,4645,Jeddah,Full-time,E012,Q2
32,11,PhD,Department Head,49107,Jeddah,Self-employed,E007,Q7
50,19,High School,Scientist,42768,Dammam,Part-time,E010,Q3
52,23,PhD,Department Head,0,Jeddah,Part-time,E003,Q9
39,4,Bachelor,Accountant,11524,Jeddah,Part-time,E010,Q1
14,2,Bachelor,HR Officer,11555,Jeddah,Full-time,E004,Q3
39,10,Bachelor,Marketing Specialist,0,Dammam,Full-time,E012,Q1
41,14,PhD,Professor,47956,Riyadh,Full-time,E003,Q5
26,8,High School,Security Guard,7570,Jeddah,Self-employed,E003,Q2
47,13,PhD,Professor,43536,Jeddah,Full-time,E014,Q8
30,5,Bachelor,Marketing Specialist,19433,Dammam,Full-time,E001,Q6
52,5,PhD,Research Director,40061,Jeddah,Full-time,E013,Q6
21,18,Diploma,Receptionist,8792,Riyadh,Student,E012,Q3
39,9,Bachelor,Teacher,12887,Riyadh,Full-time,E005,Q2
37,6,High School,Cashier,4282,Dammam,Full-time,E007,Q4
52,11,Master,Data Scientist,24791,Riyadh,Full-time,E006,Q10
28,8,PhD,Professor,33536,Dammam,Full-time,E015,Q4
53,16,Master,Researcher,19412,Dammam,Part-time,E006,Q10
34,0,Diploma,Technician,9186,Dammam,Part-time,E002,Q7
48,26,High School,Worker,35286,Jeddah,Unemployed,E009,Q5
57,76,PhD,Professor,40205,Dammam,Part-time,E005,Q8
45,3,PhD,Senior Researcher,55221,Riyadh,Self-employed,E006,Q4
31,7,Diploma,Technician,11999,Riyadh,Part-time,E012,Q10
40,6,Master,Senior Engineer,17808,Dammam,Full-time,E008,Q2
44,16,High School,Scientist,58394,Riyadh,Full-time,E003,Q8
58,27,PhD,Professor,52554,Riyadh,Full-time,E015,Q4
31,13,PhD,Department Head,53828,Jeddah,Unemployed,E001,Q9
37,2,Bachelor,HR Officer,14243,Jeddah,Part-time,E009,Q2
30,11,High School,Waiter,4878,Dammam,Self-employed,E008,Q5
32,7,High School,Waiter,7788,Riyadh,Full-time,E006,Q7
20,1,Diploma,Lab Technician,9377,Dammam,Full-time,E015,Q8
41,18,Diploma,Nurse,11584,Dammam,Full-time,E003,Q4
23,5,High School,Cashier,5565,Dammam,Full-time,E002,Q9
13,6,Bachelor,Marketing Specialist,10380,Riyadh,Full-time,E008,Q5
33,11,High School,Clerk,7995,Riyadh,Self-employed,E012,Q1
27,6,Diploma,Lab Technician,6473,Dammam,Full-time,E008,Q1
29,0,Master,Researcher,25702,Jeddah,Full-time,E009,Q2
28,6,Master,Consultant,23430,Riyadh,Full-time,E003,Q5
95,7,Master,Data Scientist,35698,Dammam,Full-time,E007,Q3
18,17,Bachelor,HR Officer,22087,Jeddah,Student,E006,Q1
48,25,High School,Clerk,6093,Jeddah,Full-time,E009,Q2
53,6,Diploma,Surgeon,71228,Riyadh,Full-time,E003,Q5
22,1,High School,Driver,7224,Dammam,Full-time,E009,Q5
46,17,Bachelor,Teacher,20170,Riyadh,Part-time,E006,Q2
32,0,Master,Data Scientist,37226,Dammam,Full-time,E008,Q6
51,14,Bachelor,Marketing Specialist,69293,Dammam,Unemployed,E001,Q3
50,31,PhD,Senior Researcher,64919,Dammam,Self-employed,E008,Q1
29,7,High School,Security Guard,4269,Dammam,Self-employed,E005,Q4
22,1,Bachelor,Accountant,8386,Dammam,Full-time,E015,Q8
25,3,Diploma,Nurse,9403,Jeddah,Full-time,E007,Q7
30,9,Master,Researcher,32370,Riyadh,Full-time,E006,Q4
52,13,Master,Consultant,30418,Dammam,Full-time,E001,Q1
42,6,Diploma,Scientist,41282,Jeddah,Full-time,E008,Q5
48,19,PhD,Senior Researcher,31859,Dammam,Full-time,E009,Q7
34,5,Bachelor,Marketing Specialist,17427,Riyadh,Full-time,E008,Q3
46,28,PhD,Department Head,39921,Jeddah,Full-time,E009,Q4
43,14,Bachelor,Software Developer,10752,Jeddah,Full-time,E012,Q8
72,18,Diploma,Nurse,6664,Jeddah,Full-time,E004,Q5
49,0,Master,Data Scientist,37708,Riyadh,Unemployed,E008,Q10
50,25,PhD,Janitor,4992,Jeddah,Full-time,E015,Q10
41,23,High School,Worker,6984,Dammam,Self-employed,E013,Q5
33,7,Bachelor,Analyst,24384,Dammam,Full-time,E010,Q9
39,50,High School,Security Guard,6659,Dammam,Full-time,E004,Q4
20,8,PhD,Professor,54859,Riyadh,Full-time,E015,Q6
43,14,Diploma,Nurse,11579,Dammam,Full-time,E011,Q2
41,4,Bachelor,Designer,14053,Jeddah,Full-time,E005,Q6
18,25,PhD,Scientist,45173,Dammam,Student,E015,Q10
34,1,Diploma,Lab Technician,8880,Riyadh,Self-employed,E001,Q8
52,24,PhD,Research Director,34371,Riyadh,Part-time,E013,Q4
46,27,Diploma,Surgeon,79753,Jeddah,Full-time,E005,Q5
20,3,PhD,Senior Researcher,56160,Riyadh,Part-time,E007,Q1
49,7,PhD,Department Head,26030,Dammam,Self-employed,E004,Q3
32,1,Master,Project Manager,29425,Dammam,Full-time,E014,Q6
33,1,Diploma,Administrative Assistant,6745,Riyadh,Full-time,E008,Q7
24,4,High School,Driver,4465,Dammam,Full-time,E003,Q4
50,2,Master,Researcher,19240,Riyadh,Full-time,E001,Q3
38,15,Diploma,Receptionist,11601,Jeddah,Full-time,E008,Q5
28,4,Diploma,Professor,65933,Jeddah,Full-time,E015,Q9
43,13,Diploma,Receptionist,9925,Jeddah,Part-time,E004,Q3
24,2,Bachelor,HR Officer,15197,Jeddah,Part-time,E005,Q6
40,20,High School,Worker,0,Jeddah,Full-time,E009,Q8
48,16,Master,Researcher,23438,Dammam,Part-time,E001,Q5
49,0,PhD,Research Director,59729,Jeddah,Full-time,E014,Q7
18,0,High School,Cashier,5115,Riyadh,Full-time,E009,Q8
32,1,Master,Financial Analyst,20915,Jeddah,Full-time,E001,Q1
48,14,Diploma,Lab Technician,5110,Dammam,Part-time,E012,Q2
22,18,High School,Security Guard,6556,Dammam,Student,E005,Q6
23,2,Bachelor,Designer,14459,Dammam,Full-time,E014,Q8
45,19,Bachelor,Accountant,18253,Dammam,Full-time,E005,Q7
43,13,High School,Security Guard,6375,Dammam,Full-time,E007,Q9
50,22,Bachelor,Marketing Specialist,23006,Dammam,Full-time,E013,Q7
48,18,Master,Consultant,32602,Riyadh,Full-time,E006,Q6
41,22,High School,Driver,81010,Jeddah,Unemployed,E015,Q1
30,7,PhD,Security Guard,4071,Riyadh,Full-time,E013,Q10
44,21,PhD,Scientist,41678,Jeddah,Full-time,E004,Q3
49,1,Diploma,Receptionist,8295,Dammam,Full-time,E011,Q3
40,18,Diploma,Technician,6368,Jeddah,Full-time,E014,Q1
35,1,Master,Researcher,22262,Jeddah,Full-time,E006,Q4
25,6,Master,Researcher,35470,Dammam,Part-time,E002,Q7
43,4,PhD,Professor,49311,Riyadh,Full-time,E010,Q4
45,13,Bachelor,Teacher,17393,Jeddah,Full-time,E007,Q3
31,13,Bachelor,Software Developer,21231,Jeddah,Self-employed,E006,Q2
34,15,High School,Waiter,4644,Jeddah,Part-time,E012,Q4
47,19,Master,Consultant,31469,Jeddah,Full-time,E009,Q2
54,25,Master,Data Scientist,39493,Riyadh,Full-time,E008,Q5
34,0,PhD,Scientist,0,Jeddah,Self-employed,E004,Q3
26,2,High School,Security Guard,60705,Jeddah,Unemployed,E005,Q4
26,4,Master,Data Scientist,35151,Dammam,Full-time,E014,Q6
32,8,Bachelor,Software Developer,21769,Jeddah,Full-time,E015,Q5
28,8,PhD,Scientist,67176,Riyadh,Full-time,E014,Q6
47,12,PhD,Scientist,26701,Riyadh,Full-time,E011,Q8
19,11,Diploma,Lab Technician,9843,Riyadh,Student,E014,Q7
36,3,Master,Researcher,29932,Jeddah,Full-time,E012,Q3
35,8,PhD,Scientist,39015,Dammam,Full-time,E011,Q7
27,5,Bachelor,Marketing Specialist,23488,Dammam,Full-time,E003,Q4
24,1,PhD,Senior Researcher,71128,Riyadh,Full-time,E004,Q6
47,6,Diploma,Receptionist,5709,Riyadh,Full-time,E006,Q8
35,4,Diploma,Administrative Assistant,10434,Jeddah,Full-time,E001,Q1
31,2,Diploma,Lab Technician,9471,Dammam,Full-time,E015,Q8
22,2,Diploma,Technician,7911,Riyadh,Self-employed,E003,Q5
24,6,High School,Janitor,5760,Jeddah,Full-time,E010,Q2
